"",,,,
"",card_number,expiry_date,card_provider,date_payment_confirmed
16898,583528481067,03/27,Maestro,2014-11-20
16899,348360610832890,11/25,American Express,2016-10-18
16900,4539582515623386,10/32,VISA 16 digit,2018-07-20
16901,3554493275701200,05/32,JCB 16 digit,1993-06-02
16902,180015992481911,04/32,JCB 15 digit,2012-01-08
16903,4422090970758689,04/25,VISA 16 digit,2015-02-12
16904,4370786794201614,01/28,VISA 16 digit,1994-08-29
16905,6589570296105230,11/31,Discover,2020-10-20
16906,213147533388072,02/32,JCB 15 digit,2014-08-20
16907,4773922192594,08/23,VISA 13 digit,2007-06-04
16908,30170692757490,04/27,Diners Club / Carte Blanche,2019-04-29
16909,4338728147489,11/31,VISA 13 digit,2018-06-17
16910,4920196546401774,02/31,VISA 16 digit,2016-01-06
16911,502058107983,04/23,Maestro,1997-12-24
16912,38909897339360,09/25,Diners Club / Carte Blanche,2011-04-30
16913,2262445442054207,06/28,Mastercard,2003-08-02
16914,3566348523407347,05/31,JCB 16 digit,2012-02-11
16915,3575445943259560,05/32,JCB 16 digit,2008-10-27
16916,4781171473572481,08/32,VISA 16 digit,1994-06-18
16917,3597025334825098,02/32,JCB 16 digit,2009-11-14
16918,30286146577019,03/23,Diners Club / Carte Blanche,2000-09-08
16919,3539404084008331,01/31,JCB 16 digit,1997-04-08
16920,3511381021241690,05/31,JCB 16 digit,1995-05-20
16921,180039491123220,04/26,JCB 15 digit,1996-01-11
16922,5123618610056368,08/27,Mastercard,2019-01-03
16923,4903504830861,09/23,VISA 13 digit,2014-10-25
16924,3518096890889196,06/27,JCB 16 digit,1993-11-29
16925,4931418818406902,08/28,VISA 16 digit,2005-02-03
16926,NULL,NULL,NULL,NULL
16927,3572697845140735,01/32,JCB 16 digit,2013-10-07
16928,3584254820627991,05/26,JCB 16 digit,2002-03-19
16929,344088696213743,04/30,American Express,2013-09-07
16930,6509859879298356,02/26,Discover,1999-06-09
16931,30524982844972,09/25,Diners Club / Carte Blanche,2006-09-25
16933,3506090749917047,06/28,JCB 16 digit,2003-01-12
16934,3593825453909019,08/23,JCB 16 digit,1996-01-08
16935,639001286207,08/28,Maestro,1996-08-07
16936,6559800246868157,07/24,Discover,2009-11-27
16937,180075947469056,10/28,JCB 15 digit,2021-10-21
16938,5160824177388764,10/30,Mastercard,2005-02-20
16939,2715823668653881,11/24,Mastercard,1992-12-08
16940,6011088479520339,03/23,Discover,2020-10-27
16941,3516476537778568,04/29,JCB 16 digit,2008-04-28
16942,676293976962,03/31,Maestro,1992-11-25
16943,4125365372520097,04/26,VISA 16 digit,2019-10-14
16944,2283213344744100,10/28,Mastercard,2020-04-30
16945,3555728794865575,01/23,JCB 16 digit,2005-03-02
16946,2237754564714718,01/26,Mastercard,2021-11-03
16947,213124787692038,12/25,JCB 15 digit,2012-12-14
16948,30079947395958,11/27,Diners Club / Carte Blanche,2019-02-25
16949,3509540470523163,08/32,JCB 16 digit,2002-12-22
16950,4677525129293,02/26,VISA 13 digit,2012-08-20
16951,4154172162822004,04/28,VISA 16 digit,2004-08-17
16952,4946823652788062,03/30,VISA 16 digit,2006-07-13
16953,4088546928350,06/26,VISA 13 digit,2008-12-29
16954,375392780294722,07/31,American Express,2010-06-08
16955,4603145113830,03/30,VISA 13 digit,2014-01-15
16956,676300855506,08/28,Maestro,1996-11-06
16957,630416013138,01/30,Maestro,2001-04-05
16958,503869087935,05/30,Maestro,1993-03-01
16959,3566775360863598,10/24,JCB 16 digit,2018-07-25
16960,180014741849890,11/29,JCB 15 digit,2013-03-14
16961,501862866164,10/32,Maestro,1996-11-28
16962,3518428016630461,08/29,JCB 16 digit,2007-08-08
16963,4760363424360653,01/28,VISA 16 digit,2022-10-13
16964,2589411443165208,11/31,Mastercard,2006-11-13
16965,38578744581308,06/28,Diners Club / Carte Blanche,2008-10-10
16966,4966349148404374,01/23,VISA 16 digit,2019-12-28
16967,6011677616634597,01/25,Discover,2017-12-12
16968,4864826843604930,02/29,VISA 16 digit,1994-03-28
16969,2396772269133569,06/30,Mastercard,2011-11-19
16970,213120530975498,06/27,JCB 15 digit,1999-09-22
16971,2252473335669271,05/27,Mastercard,1993-05-26
16972,2720875928670231,09/23,Mastercard,2003-04-06
16973,3566907721207492,01/24,JCB 16 digit,2009-12-06
16974,30416002778530,10/23,Diners Club / Carte Blanche,1995-07-10
16975,2261174077991662,03/30,Mastercard,2000-07-28
16976,4104000197096289,06/27,VISA 16 digit,2020-04-24
16977,180037162063287,01/29,JCB 15 digit,2002-01-27
16978,6011267590573969,11/27,Discover,2006-12-29
16979,5368714755429140,02/23,Mastercard,2017-07-04
16980,377374331761449,06/24,American Express,1998-12-10
16981,4359788538945980,04/32,VISA 16 digit,2002-11-11
16982,213165558639344,12/26,JCB 15 digit,2010-12-01
16983,349561694025579,06/25,American Express,2012-02-14
16984,2235388241561184,01/26,Mastercard,1998-03-24
16985,343407140706824,07/30,American Express,2021-03-11
16986,36222907532806,09/24,Diners Club / Carte Blanche,1997-04-17
16987,3598469885367275,06/30,JCB 16 digit,2007-05-01
16988,30271487577513,12/31,Diners Club / Carte Blanche,2008-10-31
16989,4156769106291,01/32,VISA 13 digit,2021-08-27
16990,501810253929,04/32,Maestro,2008-06-13
16991,344950938637254,10/28,American Express,1994-03-21
16992,4980939973433,04/29,VISA 13 digit,1995-08-14
16993,4168417750793169424,06/26,VISA 19 digit,2011-07-09
16994,373251413405513,11/29,American Express,1996-01-28
16995,4123868606509280344,10/27,VISA 19 digit,1994-11-19
16996,3551430729482170,07/26,JCB 16 digit,2013-03-23
16997,30223405710254,08/31,Diners Club / Carte Blanche,1999-10-02
16998,4909646027702573826,11/25,VISA 19 digit,2017-11-08
16999,180054669207994,04/26,JCB 15 digit,2009-07-01
17000,4749764020683305,04/23,VISA 16 digit,2003-12-25
17001,2649816482872340,05/29,Mastercard,2021-06-20
17002,4212390888722,12/25,VISA 13 digit,2000-06-16
17003,676253980509,04/30,Maestro,1997-05-02
17004,5301566889589243,08/24,Mastercard,2017-01-31
17005,3548247307646554,10/29,JCB 16 digit,2011-08-07
17006,4339568598222594,03/28,VISA 16 digit,2012-11-07
17007,6576497435166094,08/24,Discover,1993-01-26
17008,4547466893765904,07/32,VISA 16 digit,1998-03-03
17009,4013507858087803,07/27,VISA 16 digit,2002-02-26
17010,3506015372147729,12/23,JCB 16 digit,2010-09-01
17011,2720518158745394,11/26,Mastercard,2006-03-26
17012,4323769729173791,09/24,VISA 16 digit,2014-02-18
17013,4285898245185132,04/31,VISA 16 digit,1993-10-30
17014,379170336039452,06/32,American Express,2012-11-01
17015,4504085345882108,12/29,VISA 16 digit,1997-02-10
17016,30006814522935,05/23,Diners Club / Carte Blanche,2003-12-08
17017,347801932140794,07/25,American Express,1999-10-24
17018,6546190765864530,01/29,Discover,2000-12-23
17019,213142126761298,08/30,JCB 15 digit,2006-03-11
17020,213102594140391,03/29,JCB 15 digit,2018-11-08
17021,30323274372697,08/30,Diners Club / Carte Blanche,2014-05-17
17022,6570716494600834,05/24,Discover,1999-01-21
17023,6011307479739305,02/28,Discover,2008-05-25
17024,5342344344831951,03/29,Mastercard,2002-06-01
17025,503852510281,07/30,Maestro,1996-10-01
17026,3574856155784908,10/32,JCB 16 digit,2016-09-06
17027,342819496305574,06/32,American Express,1997-07-28
17028,180098970676710,12/23,JCB 15 digit,1993-11-22
17029,3515141841635463,03/24,JCB 16 digit,2005-12-12
17030,675974026436,08/24,Maestro,2012-04-09
17031,30471590598915,05/32,Diners Club / Carte Blanche,2014-08-10
17032,060454866678,01/31,Maestro,2010-02-13
17033,30590054757780,11/30,Diners Club / Carte Blanche,1994-02-20
17034,676304493478,07/26,Maestro,1997-10-19
17035,4217257773675742033,03/26,VISA 19 digit,1996-10-14
17036,4479590267077287566,04/32,VISA 19 digit,1993-09-25
17037,4300744898666242969,05/29,VISA 19 digit,2009-08-26
17038,6011846313617177,02/24,Discover,2005-02-09
17039,6011163095906442,07/29,Discover,2002-05-10
17040,4362441690144613,05/23,VISA 16 digit,1996-08-01
17041,4325709944505938,05/28,VISA 16 digit,2006-11-06
17042,2263702041200543,12/30,Mastercard,2009-01-08
17043,4621228184210662,07/23,VISA 16 digit,2020-01-06
17044,30552560130696,04/31,Diners Club / Carte Blanche,2022-05-13
17045,4151401180368853737,11/28,VISA 19 digit,2001-10-16
17046,213130350785059,10/30,JCB 15 digit,2000-03-17
17047,379314508355623,08/25,American Express,2007-02-28
17048,379701906572579,02/23,American Express,2004-03-10
17049,36273700518740,12/25,Diners Club / Carte Blanche,2008-12-09
17050,30124190906372,03/30,Diners Club / Carte Blanche,2014-11-03
17051,180007253517657,01/27,JCB 15 digit,2019-08-14
17052,30513915339556,02/27,Diners Club / Carte Blanche,1997-05-26
17053,30360624198927,12/26,Diners Club / Carte Blanche,2003-01-22
17054,213125720383650,09/30,JCB 15 digit,1998-01-17
17055,3591567026835162,10/23,JCB 16 digit,1997-12-31
17056,4437283835152460,02/27,VISA 16 digit,2011-04-23
17057,3507211125873443,01/24,JCB 16 digit,2016-04-26
17058,3528718258670037,04/32,JCB 16 digit,1999-06-22
17059,503853553496,01/27,Maestro,2017-07-15
17060,6011194067274337,04/25,Discover,1999-02-19
17061,5376578838793636,08/30,Mastercard,1993-04-23
17062,4591599296682,07/28,VISA 13 digit,2003-11-26
17063,3543830047850423,12/22,JCB 16 digit,2003-07-28
17064,3521739563220869,10/29,JCB 16 digit,2006-07-23
17065,630462751318,06/24,Maestro,2001-09-25
17066,501895156914,10/25,Maestro,2003-10-28
17067,5584510954573995,06/27,Mastercard,2010-12-07
17068,3508901963220744,10/29,JCB 16 digit,2006-02-12
17069,3526377658916482,04/29,JCB 16 digit,2007-02-28
17070,2273722058234522,01/24,Mastercard,2002-04-02
17071,4483136654609,12/23,VISA 13 digit,2000-06-25
17072,6596975701918724,08/29,Discover,2016-10-19
17073,4951528915338942,02/29,VISA 16 digit,1998-09-11
17074,213166666074747,12/25,JCB 15 digit,2007-05-18
17075,060436991594,10/25,Maestro,2001-06-14
17076,4590276736911404285,05/26,VISA 19 digit,2004-07-06
17077,6503534832946104,04/26,Discover,1996-07-16
17078,5245467064789386,04/24,Mastercard,1994-08-26
17079,676288392860,07/24,Maestro,2017-04-25
17080,347524582646395,06/25,American Express,2010-01-22
17081,4041143071219758975,02/27,VISA 19 digit,2016-08-08
17082,4983047739487667785,09/23,VISA 19 digit,2020-02-07
17083,3574305054074037,03/30,JCB 16 digit,2005-12-20
17084,6563802758208883,07/25,Discover,2008-02-08
17085,4552568101071,08/32,VISA 13 digit,2016-07-08
17086,4578591335816,05/23,VISA 13 digit,2014-08-05
17087,213148680708369,05/30,JCB 15 digit,2010-10-09
17088,30235568858134,05/24,Diners Club / Carte Blanche,1995-12-22
17089,213198554731542,04/32,JCB 15 digit,2009-01-11
17090,4116397891078,01/28,VISA 13 digit,2001-08-21
17091,213121936973715,10/26,JCB 15 digit,2000-03-12
17092,30487954656685,03/26,Diners Club / Carte Blanche,1996-11-16
17093,4600920144581118,01/25,VISA 16 digit,2010-03-04
17094,4121068892905988,11/27,VISA 16 digit,1997-06-27
17096,2267290902492991,05/31,Mastercard,2007-08-25
17097,4978308730238441665,10/23,VISA 19 digit,2022-03-23
17098,180059237919582,07/30,JCB 15 digit,2015-02-06
17099,36257925385795,11/32,Diners Club / Carte Blanche,2003-12-22
17100,3523042136799834,01/23,JCB 16 digit,2014-06-19
17101,3525887288340540,10/24,JCB 16 digit,1997-04-17
17102,564287976067,01/28,Maestro,2015-04-14
17103,4586871720104734,05/23,VISA 16 digit,2018-11-25
17104,30494199405324,08/27,Diners Club / Carte Blanche,2021-03-06
17105,4373839699905685,10/27,VISA 16 digit,2002-03-20
17106,213123800061288,11/32,JCB 15 digit,2012-12-26
17107,3565319511596848,10/26,JCB 16 digit,2021-08-24
17108,6521555669008823,07/30,Discover,1993-04-30
17109,38843563670289,07/28,Diners Club / Carte Blanche,2021-10-03
17110,4776968279981270,05/24,VISA 16 digit,1998-07-27
17111,3587664183768454,04/31,JCB 16 digit,2011-09-20
17112,676115695246,02/29,Maestro,2000-04-14
17113,4028060824745503,11/24,VISA 16 digit,2011-01-04
17114,3575693137265782,07/32,JCB 16 digit,2021-09-06
17115,180030973954265,02/25,JCB 15 digit,2015-11-08
17116,2279308236855315,03/29,Mastercard,1993-01-20
17117,4964030441754564,01/24,VISA 16 digit,1998-11-26
17118,3503417811877689,11/27,JCB 16 digit,2015-12-03
17119,4008155776223527,06/23,VISA 16 digit,2012-02-01
17120,213110209709336,11/32,JCB 15 digit,2009-09-07
17121,4283689674503,03/31,VISA 13 digit,2008-12-10
17122,344590095925223,05/28,American Express,2022-11-15
17123,4815807533099546675,09/32,VISA 19 digit,2013-05-05
17124,4143061813949,08/23,VISA 13 digit,1999-05-03
17125,6011322293618254,03/25,Discover,2009-12-02
17126,4368187934706485,09/24,VISA 16 digit,1994-11-19
17127,3578538870446288,11/27,JCB 16 digit,2012-09-17
17128,2238495044168377,07/24,Mastercard,2014-07-26
17129,4868728282940781,02/25,VISA 16 digit,2021-01-11
17130,373970136496976,05/24,American Express,2012-12-15
17131,180055499305940,05/29,JCB 15 digit,1993-12-30
17132,347168354607266,08/31,American Express,1998-08-29
17133,6011452126862157,10/27,Discover,2013-02-04
17134,4424036239588,07/25,VISA 13 digit,2007-10-10
17135,3588445328479572,02/29,JCB 16 digit,1996-10-07
17136,3559134641764051,07/30,JCB 16 digit,2015-02-14
17137,4970638502785681,05/26,VISA 16 digit,2013-06-20
17138,3533495801021603,09/30,JCB 16 digit,2020-01-18
17139,4129806449162294,07/31,VISA 16 digit,1995-10-15
17140,4014904733157819640,05/25,VISA 19 digit,1995-03-23
17141,4224568069731861234,02/31,VISA 19 digit,2013-09-24
17142,5393968964069209,01/23,Mastercard,2019-11-10
17143,4529356121068128444,04/24,VISA 19 digit,2015-09-13
17144,30227890051249,12/30,Diners Club / Carte Blanche,2015-08-03
17145,375597256456130,04/28,American Express,2001-10-17
17146,180023398601645,10/23,JCB 15 digit,2002-03-29
17147,30187388207465,12/30,Diners Club / Carte Blanche,2015-01-01
17148,4775350196031334,05/25,VISA 16 digit,2012-09-22
17149,347237650623200,05/23,American Express,2003-06-15
17150,213184181669420,08/32,JCB 15 digit,2010-03-11
17151,4344360416224652750,09/31,VISA 19 digit,2000-04-09
17152,4328798859038008,09/30,VISA 16 digit,2012-03-15
17153,349740549822865,12/23,American Express,2004-01-21
17154,3593128957995109,05/28,JCB 16 digit,1996-06-18
17155,6542769916578927,07/26,Discover,2006-09-12
17156,213177967339796,11/26,JCB 15 digit,2020-07-24
17157,4872815165897,04/28,VISA 13 digit,1999-05-23
17158,4641704682689165,01/29,VISA 16 digit,2008-06-16
17159,503855713700,02/29,Maestro,1995-01-19
17160,3522394268553831,03/23,JCB 16 digit,2004-03-16
17161,213196660004390,10/27,JCB 15 digit,2016-01-22
17162,3572689622664409,12/30,JCB 16 digit,2008-03-02
17163,370893722625290,10/27,American Express,1999-05-23
17164,4469540194498,07/24,VISA 13 digit,1994-02-18
17165,3569653724068617,07/29,JCB 16 digit,1997-11-20
17166,4275281222579159,02/32,VISA 16 digit,1999-11-24
17167,372774455501700,05/30,American Express,2015-01-05
17168,3529096549002339,03/29,JCB 16 digit,2020-06-09
17169,30562483414119,04/31,Diners Club / Carte Blanche,1994-09-30
17170,4182777952454424,01/26,VISA 16 digit,1996-12-03
17171,676319035348,10/24,Maestro,2012-12-28
17172,4426992685381093,01/32,VISA 16 digit,2015-11-21
17173,36733730390568,07/23,Diners Club / Carte Blanche,2014-05-31
17174,180055379424407,11/31,JCB 15 digit,2008-01-22
17175,370510693874224,01/32,American Express,1993-05-13
17176,675961782843,05/30,Maestro,2008-06-13
17177,36590189305707,12/30,Diners Club / Carte Blanche,2001-08-22
17178,5279668548670360,03/27,Mastercard,2002-05-14
17179,6508060497256105,12/23,Discover,2021-12-31
17180,639088068403,05/25,Maestro,1998-03-08
17181,2256717855741928,05/31,Mastercard,2008-07-29
17182,6557588653756468,09/27,Discover,2012-12-20
17183,4974818710904748,09/28,VISA 16 digit,2017-08-28
17184,4659735309360,08/32,VISA 13 digit,1995-11-18
17185,375796742564651,01/29,American Express,2001-06-01
17186,348297801468888,04/27,American Express,2019-01-06
17187,4737001336086954930,06/30,VISA 19 digit,1995-02-02
17188,4122770023856513823,08/25,VISA 19 digit,2019-02-26
17189,30409703935475,08/32,Diners Club / Carte Blanche,2021-12-13
17190,3500974544059491,03/30,JCB 16 digit,1997-09-29
17191,3577101017148027,08/23,JCB 16 digit,2008-10-22
17192,373643992554069,10/27,American Express,2015-05-19
17193,3560628540087487,06/23,JCB 16 digit,2022-06-21
17194,180075623975087,06/26,JCB 15 digit,2014-09-08
17195,370862438916913,10/25,American Express,2012-08-10
17196,3507144797416581,01/24,JCB 16 digit,2012-06-28
17197,4714019284639,04/23,VISA 13 digit,2005-05-12
17198,2713800030817685,08/31,Mastercard,1999-04-02
17199,341184692519994,07/30,American Express,1995-06-23
17200,4090200362637,12/29,VISA 13 digit,2018-12-26
17201,3523063839907797,06/29,JCB 16 digit,2021-04-29
17202,3540833192817448,11/23,JCB 16 digit,1995-10-05
17203,213178156764018,08/25,JCB 15 digit,1993-04-02
17204,4157556581704,05/30,VISA 13 digit,2002-03-09
17205,180003138939208,10/31,JCB 15 digit,2021-09-28
17206,3568521954122498,01/28,JCB 16 digit,2019-10-15
17207,3572531294918103,12/28,JCB 16 digit,2005-10-30
17208,2268545994579842,05/29,Mastercard,1993-01-16
17209,36646837717451,07/23,Diners Club / Carte Blanche,1993-10-04
17210,213147298714363,05/24,JCB 15 digit,2000-06-28
17211,4344068518269232,02/32,VISA 16 digit,2021-05-29
17212,4302238057687,12/27,VISA 13 digit,2004-05-29
17213,3569887047839458,03/28,JCB 16 digit,2006-05-27
17214,6011096742113113,09/29,Discover,1999-09-23
17215,3530707112042604,04/23,JCB 16 digit,2006-04-26
17216,30164298726793,12/25,Diners Club / Carte Blanche,2008-12-19
17217,213192878465242,01/23,JCB 15 digit,1995-05-12
17218,566129901534,08/23,Maestro,1993-08-16
17219,060407404072,03/31,Maestro,1996-03-20
17220,30539377872032,02/26,Diners Club / Carte Blanche,2015-06-05
17221,213156550691565,07/25,JCB 15 digit,2019-01-05
17222,4580295282563846,04/24,VISA 16 digit,2011-04-02
17223,4508112134455,12/28,VISA 13 digit,2019-02-27
17224,6011312022846722,09/28,Discover,2001-10-08
17225,30414595243863,05/23,Diners Club / Carte Blanche,2005-11-13
17226,630498381916,04/28,Maestro,2013-06-29
17227,676346046037,03/27,Maestro,2003-06-26
17228,4233632602382,10/23,VISA 13 digit,2003-04-21
17229,581502355406,10/32,Maestro,1996-01-14
17230,4064471527871,03/32,VISA 13 digit,2007-11-29
17231,2694682640510451,07/28,Mastercard,2020-12-02
17232,4894511004315963,11/28,VISA 16 digit,1993-07-30
17233,4416147065464,10/28,VISA 13 digit,1996-06-18
17234,3504327591866720,05/29,JCB 16 digit,2004-05-17
17235,3541008402098233,12/23,JCB 16 digit,2011-12-19
17236,376514434625592,08/32,American Express,2011-04-04
17237,3569693397512525,11/22,JCB 16 digit,2014-10-19
17238,4387986516032534,02/23,VISA 16 digit,2001-02-15
17239,3586204389237235,09/32,JCB 16 digit,2013-10-11
17240,3516068366650677,03/26,JCB 16 digit,2006-11-11
17241,060420042321,11/23,Maestro,2002-01-14
17242,6011705934476985,10/29,Discover,1995-10-28
17243,584408564766,03/28,Maestro,2008-06-24
17244,3532180859962368,03/32,JCB 16 digit,2019-05-20
17245,6501641741633673,03/25,Discover,1992-12-05
17246,4303776814380,05/23,VISA 13 digit,2009-04-10
17247,3592391571789123,03/27,JCB 16 digit,2005-11-29
17248,4512429054034,04/24,VISA 13 digit,2010-12-09
17249,4852446048002899,02/28,VISA 16 digit,2012-11-20
17250,3597588863281702,12/30,JCB 16 digit,2020-11-30
17251,501884522845,02/32,Maestro,2001-11-24
17252,4415778309671081,05/28,VISA 16 digit,2000-01-08
17253,3532761616404743,10/25,JCB 16 digit,1999-06-24
17254,180077921118642,01/26,JCB 15 digit,1992-12-16
17255,4929673220811321,10/25,VISA 16 digit,2014-07-29
17256,2295936280228433,10/25,Mastercard,2010-04-27
